"title","release_year","character","gender","words","proportion_of_dialogue","age","gross","script_id"
"The Siege",1998,"Major General W","man",3334,0.1468463707,43,75,3336
"The Siege",1998,"Newscaster","man",146,0.0064305849,43,75,3336
"The Siege",1998,"Samir Nazhde","man",1326,0.0584038055,32,75,3336
"The Siege",1998,"Senator Wright","man",156,0.0068710359,58,75,3336
"The Siege",1998,"Tina Osu","woman",460,0.020260747,32,75,3336
"The Siege",1998,"Video Agent","man",128,0.0056377731,,75,3336
"S1m0ne",2002,"Bernard, Lawyer","man",278,0.0108019894,,14,3345
"S1m0ne",2002,"Concert Promote","man",120,0.0046627293,,14,3345
"S1m0ne",2002,"Detective","man",644,0.0250233136,,14,3345
"S1m0ne",2002,"Elaine Christia","woman",4126,0.1603201741,43,14,3345
"S1m0ne",2002,"Entertainment R","woman",566,0.0219925396,,14,3345
"S1m0ne",2002,"Faith","woman",250,0.0097140193,30,14,3345
"S1m0ne",2002,"Frank Brand","man",622,0.02416848,63,14,3345
"S1m0ne",2002,"Hal Sinclair","man",700,0.027199254,32,14,3345
"S1m0ne",2002,"Hank Aleno","man",794,0.0308517252,41,14,3345
"S1m0ne",2002,"Jane","woman",204,0.0079266397,,14,3345
"S1m0ne",2002,"Lainey Christia","woman",1782,0.0692415294,15,14,3345
"S1m0ne",2002,"Mac","man",206,0.0080043519,,14,3345
"S1m0ne",2002,"Max Sayer","man",2082,0.0808983525,42,14,3345
"S1m0ne",2002,"Milton","man",356,0.0138327634,22,14,3345
"S1m0ne",2002,"Nicola Anders","woman",674,0.026188996,31,14,3345
"S1m0ne",2002,"Simone","woman",1570,0.061004041,24,14,3345
"S1m0ne",2002,"Studio Executiv","man",134,0.0052067143,47,14,3345
"S1m0ne",2002,"Vbc Anchor","man",108,0.0041964563,53,14,3345
"S1m0ne",2002,"Viktor Taransky","man",10520,0.408765931,62,14,3345
"Single White Female",1992,"Allison Jones","woman",3301,0.3896364495,28,100,3347
"Single White Female",1992,"Graham Knox","man",615,0.072592068,43,100,3347
"Single White Female",1992,"Hedra Carlson","woman",3108,0.3668555241,30,100,3347
"Single White Female",1992,"Mitchell Myerso","man",655,0.0773135033,41,100,3347
"Single White Female",1992,"Sam Rawson","man",793,0.0936024551,31,100,3347
"Six Degrees of Separation",1993,"Doug","man",297,0.0146615985,27,13,3350
"Six Degrees of Separation",1993,"Dr. Fine","man",502,0.024781557,45,13,3350
"Six Degrees of Separation",1993,"Elizabeth","woman",819,0.0404304685,23,13,3350
"Six Degrees of Separation",1993,"Flan","man",4288,0.2116799131,58,13,3350
"Six Degrees of Separation",1993,"Geoffrey","man",658,0.0324825986,54,13,3350
"Six Degrees of Separation",1993,"Hustler","man",139,0.0068618255,30,13,3350
"Six Degrees of Separation",1993,"Kitty","woman",418,0.0206348423,45,13,3350
"Six Degrees of Separation",1993,"Larkin","man",345,0.0170311497,47,13,3350
"Six Degrees of Separation",1993,"Ouisa","woman",6384,0.3151503184,49,13,3350
"Six Degrees of Separation",1993,"Paul","man",5020,0.2478155699,25,13,3350
"Six Degrees of Separation",1993,"Rick","man",697,0.034407859,28,13,3350
"Six Degrees of Separation",1993,"Tess","woman",552,0.0272498396,23,13,3350
"Six Degrees of Separation",1993,"Woody","man",138,0.0068124599,19,13,3350
"The Sixth Sense",1999,"Anna Crowe","woman",916,0.0805487161,31,503,3352
"The Sixth Sense",1999,"Bridesmaid","woman",198,0.0174111854,,503,3352
"The Sixth Sense",1999,"Cole Sear","man",3140,0.2761167781,11,503,3352
"The Sixth Sense",1999,"Dr. Hill","man",180,0.0158283503,29,503,3352
"The Sixth Sense",1999,"Dr. Malcolm Cro","man",4994,0.4391487865,44,503,3352
"The Sixth Sense",1999,"Lynn Sear","woman",1488,0.1308476961,27,503,3352
"The Sixth Sense",1999,"Tommy Tammisimo","man",314,0.0276116778,13,503,3352
"The Sixth Sense",1999,"Young Man Buyin","man",142,0.0124868097,33,503,3352
"Sleepless in Seattle",1993,"Annie Reed","woman",3161,0.3007325659,32,266,3357
"Sleepless in Seattle",1993,"Barbara Reed","woman",415,0.039482447,51,266,3357
"Sleepless in Seattle",1993,"Becky","woman",654,0.0622205309,31,266,3357
"Sleepless in Seattle",1993,"Bob","man",105,0.0099895348,,266,3357
"Sleepless in Seattle",1993,"Dr. Marcia Fiel","woman",545,0.0518504424,41,266,3357
"Sleepless in Seattle",1993,"Jay","man",246,0.0234040529,46,266,3357
"Sleepless in Seattle",1993,"Jessica","woman",135,0.0128436876,11,266,3357
"Sleepless in Seattle",1993,"Jonah Baldwin","man",1462,0.1390923794,9,266,3357
"Sleepless in Seattle",1993,"Sam Baldwin","man",2797,0.2661021787,37,266,3357
"Sleepless in Seattle",1993,"Suzy","woman",268,0.0254970983,37,266,3357
"Sleepless in Seattle",1993,"Victoria","woman",260,0.0247359909,28,266,3357
"Sleepless in Seattle",1993,"Walter","man",463,0.0440490914,40,266,3357
"Sleepy Hollow",1999,"Baltus Van Tass","man",1010,0.074925816,59,172,3358
"Sleepy Hollow",1999,"Brom Van Brunt","man",554,0.0410979228,31,172,3358
"Sleepy Hollow",1999,"Doctor Lancaste","man",324,0.0240356083,55,172,3358
"Sleepy Hollow",1999,"High Constable","man",372,0.0275964392,53,172,3358
"Sleepy Hollow",1999,"Ichabod Crane","man",6494,0.4817507418,36,172,3358
"Sleepy Hollow",1999,"Katrina Van Tas","woman",2076,0.1540059347,19,172,3358
"Sleepy Hollow",1999,"Killian","man",266,0.0197329377,31,172,3358
"Sleepy Hollow",1999,"Lady Van Tassel","woman",982,0.0728486647,41,172,3358
"Sleepy Hollow",1999,"Notary Hardenbr","man",172,0.0127596439,83,172,3358
"Sleepy Hollow",1999,"Young Masbath","man",1230,0.0912462908,14,172,3358
"Sling Blade",1996,"Albert","man",170,0.0058339053,,48,3361
"Sling Blade",1996,"Bill Cox","man",1908,0.0654770075,41,48,3361
"Sling Blade",1996,"Charles Bushman","man",1248,0.0428277282,53,48,3361
"Sling Blade",1996,"Doyle Hargraves","man",4128,0.1416609472,40,48,3361
"Sling Blade",1996,"Frank Wheatley","man",4642,0.1592999314,14,48,3361
"Sling Blade",1996,"Freddy","man",126,0.0043239533,,48,3361
"Sling Blade",1996,"Frostee Cream B","man",222,0.007618394,43,48,3361
"Sling Blade",1996,"Housekeeper","man",180,0.0061770762,,48,3361
"Sling Blade",1996,"Jerry Woolridge","man",2630,0.0902539465,60,48,3361
"Sling Blade",1996,"Karen","woman",280,0.0096087852,,48,3361
"Sling Blade",1996,"Karl Childers","man",6298,0.2161290323,41,48,3361
"Sling Blade",1996,"Linda Wheatley","woman",2590,0.0888812629,34,48,3361
"Sling Blade",1996,"Marsha Dwiggins","woman",500,0.017158545,21,48,3361
"Sling Blade",1996,"Melinda","woman",478,0.016403569,,48,3361
"Sling Blade",1996,"Morris","man",540,0.0185312286,,48,3361
"Sling Blade",1996,"Mrs. Woolridge","woman",102,0.0035003432,,48,3361
"Sling Blade",1996,"Randy Horsefeat","man",180,0.0061770762,,48,3361
"Sling Blade",1996,"Scooter Hodges","man",192,0.0065888813,35,48,3361
"Sling Blade",1996,"Terence","man",308,0.0105696637,32,48,3361
"Sling Blade",1996,"Theresa Evans","woman",226,0.0077556623,,48,3361
"Sling Blade",1996,"Vaughan Cunning","man",2192,0.0752230611,48,48,3361
"Slither",2006,"Bill Pardy","man",2656,0.2925110132,35,10,3364
"Slither",2006,"Brenda Gutierre","woman",516,0.0568281938,,10,3364
"Slither",2006,"Jack Macready","man",556,0.0612334802,54,10,3364
"Slither",2006,"Kylie Strutemye","woman",456,0.0502202643,24,10,3364
"Slither",2006,"Margaret","woman",436,0.0480176211,,10,3364
"Slither",2006,"Shelby","woman",190,0.0209251101,32,10,3364
"Slither",2006,"Starla Grant","woman",2890,0.3182819383,32,10,3364
"Slither",2006,"Trevor","man",722,0.0795154185,,10,3364
"Slither",2006,"Wally","man",658,0.0724669604,,10,3364
"Slumdog Millionaire",2008,"Ada","woman",174,0.0098673018,,170,3365
"Slumdog Millionaire",2008,"Director","man",152,0.0086197119,,170,3365
"Slumdog Millionaire",2008,"Javed","man",332,0.0188272655,55,170,3365
"Slumdog Millionaire",2008,"Javed'S House D","man",108,0.0061245322,40,170,3365
"Slumdog Millionaire",2008,"Maman","man",600,0.0340251786,,170,3365
"Slumdog Millionaire",2008,"Older Jamal","man",4726,0.2680049904,18,170,3365
"Slumdog Millionaire",2008,"Older Latika","woman",914,0.0518316888,24,170,3365
"Slumdog Millionaire",2008,"Police Inspecto","man",1290,0.0731541341,41,170,3365
"Slumdog Millionaire",2008,"Prem","man",6210,0.3521605988,52,170,3365
"Slumdog Millionaire",2008,"Taj Mahal Guide","man",136,0.0077123738,,170,3365
"Slumdog Millionaire",2008,"Tv Reporter","woman",154,0.0087331292,,170,3365
"Slumdog Millionaire",2008,"Woman At Brothe","man",234,0.0132698197,,170,3365
"Slumdog Millionaire",2008,"Young Arvind","man",414,0.0234773733,,170,3365
"Slumdog Millionaire",2008,"Youngest Salim","man",2190,0.124191902,10,170,3365
"Snow White and the Huntsman",2012,"Anna","woman",275,0.0174992046,35,169,3378
"Snow White and the Huntsman",2012,"Beith","man",448,0.0285077951,70,169,3378
"Snow White and the Huntsman",2012,"Black Knight Ge","man",102,0.0064906141,59,169,3378
"Snow White and the Huntsman",2012,"Broch","man",200,0.0127266942,49,169,3378
"Snow White and the Huntsman",2012,"Coll","man",177,0.0112631244,45,169,3378
"Snow White and the Huntsman",2012,"Duir","man",119,0.0075723831,44,169,3378
"Snow White and the Huntsman",2012,"Duke Hammond","man",339,0.0215717467,47,169,3378
"Snow White and the Huntsman",2012,"Finn","man",1149,0.0731148584,,169,3378
"Snow White and the Huntsman",2012,"Gort","man",360,0.0229080496,,169,3378
"Snow White and the Huntsman",2012,"Gus","man",290,0.0184537066,25,169,3378
"Snow White and the Huntsman",2012,"King Magnus","man",224,0.0142538976,38,169,3378
"Snow White and the Huntsman",2012,"Mirror Man","man",282,0.0179446389,,169,3378
"Snow White and the Huntsman",2012,"Muir","man",431,0.0274260261,70,169,3378
"Snow White and the Huntsman",2012,"Nion","man",274,0.0174355711,40,169,3378
"Snow White and the Huntsman",2012,"Ravenna","woman",2446,0.1556474706,37,169,3378
"Snow White and the Huntsman",2012,"Ravenna'S Mothe","woman",162,0.0103086223,47,169,3378
"Snow White and the Huntsman",2012,"Rose","woman",251,0.0159720013,,169,3378
"Snow White and the Huntsman",2012,"Sara","woman",162,0.0103086223,,169,3378
"Snow White and the Huntsman",2012,"Snow White","woman",2721,0.1731466752,22,169,3378
"Snow White and the Huntsman",2012,"The Huntsman","man",4266,0.2714603882,29,169,3378
"Snow White and the Huntsman",2012,"William","man",885,0.056315622,26,169,3378
"Snow White and the Huntsman",2012,"Young Snow Whit","woman",152,0.0096722876,,169,3378
"The Social Network",2010,"Ashleigh","woman",174,0.008347726,22,106,3381
"The Social Network",2010,"Cameron Winklev","man",1386,0.0664939551,24,106,3381
"The Social Network",2010,"Cs Lab Professo","man",137,0.0065726348,,106,3381
"The Social Network",2010,"Divya Narendra","man",1206,0.0578583765,25,106,3381
"The Social Network",2010,"Dustin Moskovit","man",251,0.0120418346,27,106,3381
"The Social Network",2010,"Eduardo Saverin","man",4305,0.2065342545,27,106,3381
"The Social Network",2010,"Erica Albright","woman",878,0.0421224333,25,106,3381
"The Social Network",2010,"Facebook Lawyer","man",176,0.0084436768,44,106,3381
"The Social Network",2010,"Gage","man",824,0.0395317597,69,106,3381
"The Social Network",2010,"Girl At Phoenix","woman",197,0.009451161,,106,3381
"The Social Network",2010,"Gretchen","woman",559,0.026818269,,106,3381
"The Social Network",2010,"Mark Zuckerberg","man",6083,0.2918345807,27,106,3381
"The Social Network",2010,"Marylin Delpy","woman",182,0.0087315295,34,106,3381
"The Social Network",2010,"Mr. Cox","man",104,0.0049894454,57,106,3381
"The Social Network",2010,"Policeman","man",104,0.0049894454,41,106,3381
"The Social Network",2010,"Prince Albert","man",159,0.0076280944,53,106,3381
"The Social Network",2010,"Sean Parker","man",2675,0.1283342928,29,106,3381
"The Social Network",2010,"Speaker","man",290,0.0139128766,,106,3381
"The Social Network",2010,"Sy","man",297,0.0142487047,64,106,3381
"The Social Network",2010,"Tyler Winklevos","man",857,0.0411149491,28,106,3381
"Soldier",1998,"Caine 607","man",248,0.0254934211,32,27,3387
"Soldier",1998,"Church","man",1874,0.1926398026,54,27,3387
"Soldier",1998,"Colonel Mekum","man",844,0.0867598684,35,27,3387
"Soldier",1998,"Ellen","woman",108,0.0111019737,,27,3387
"Soldier",1998,"Hawkins","woman",412,0.0423519737,,27,3387
"Soldier",1998,"Jimmy Pig","man",310,0.0318667763,35,27,3387
"Soldier",1998,"Johnny","man",108,0.0111019737,9,27,3387
"Soldier",1998,"Mace","man",1106,0.1136924342,34,27,3387
"Soldier",1998,"Rubrick","man",914,0.0939555921,41,27,3387
"Soldier",1998,"Sandra","woman",1918,0.1971628289,33,27,3387
"Soldier",1998,"Slade","man",808,0.0830592105,,27,3387
"Soldier",1998,"Sloan","woman",892,0.0916940789,33,27,3387
"Soldier",1998,"Todd 3465","man",186,0.0191200658,47,27,3387
"Someone to Watch Over Me",1987,"Brooklyn","man",208,0.0142622052,,22,3390
"Someone to Watch Over Me",1987,"Claire Gregory","woman",2898,0.1987109161,31,22,3390
"Someone to Watch Over Me",1987,"Det. Mike Keega","man",4854,0.3328304992,38,22,3390
"Someone to Watch Over Me",1987,"Ellie Keegan","woman",1998,0.1369994515,33,22,3390
"Someone to Watch Over Me",1987,"Koontz","man",594,0.0407295666,,22,3390
"Someone to Watch Over Me",1987,"Lt. Garber","man",1224,0.0839275919,52,22,3390
"Someone to Watch Over Me",1987,"Marge","woman",106,0.0072682392,48,22,3390
"Someone to Watch Over Me",1987,"Mary, Claire'S ","woman",116,0.0079539221,46,22,3390
"Someone to Watch Over Me",1987,"Neil Steinhart","man",846,0.0580087767,41,22,3390
"Someone to Watch Over Me",1987,"Pretty Young Th","woman",130,0.0089138782,,22,3390
"Someone to Watch Over Me",1987,"Scotty","man",290,0.0198848053,35,22,3390
"Someone to Watch Over Me",1987,"T.J.","man",440,0.0301700494,43,22,3390
"Someone to Watch Over Me",1987,"Tommy Keegan","man",406,0.0278387274,9,22,3390
"Someone to Watch Over Me",1987,"Win Hockings","man",474,0.0325013714,29,22,3390
"Source Code",2011,"Christina Warre","woman",2967,0.1754168145,35,60,3394
"Source Code",2011,"Colleen Goodwin","woman",3212,0.1899018565,38,60,3394
"Source Code",2011,"Colter Stevens","man",7621,0.4505734894,31,60,3394
"Source Code",2011,"Conductor","man",462,0.0273146506,,60,3394
"Source Code",2011,"Derek Frost","man",745,0.0440463521,29,60,3394
"Source Code",2011,"Dr. Rutledge","man",1791,0.105888613,46,60,3394
"Source Code",2011,"Lab Technician","man",116,0.006858224,33,60,3394
"Sphere",1998,"Alice 'Teeny' F","woman",218,0.0087641714,28,68,3407
"Sphere",1998,"Captain Harold ","man",4560,0.1833239527,57,68,3407
"Sphere",1998,"Dr. Elizabeth '","woman",5788,0.2326927716,40,68,3407
"Sphere",1998,"Dr. Harry Adams","man",4038,0.1623381844,50,68,3407
"Sphere",1998,"Dr. Norman Good","man",7610,0.3059419474,61,68,3407
"Sphere",1998,"Dr. Ted Fieldin","man",2070,0.0832194259,31,68,3407
"Sphere",1998,"Helicopter Pilo","man",172,0.0069148508,48,68,3407
"Sphere",1998,"Jane Edmunds","woman",418,0.0168046957,,68,3407
"St. Elmo's Fire",1985,"Alec Newbary","man",2506,0.1452164339,26,92,3413
"St. Elmo's Fire",1985,"Billy Hicks","man",2009,0.1164165266,21,92,3413
"St. Elmo's Fire",1985,"Black Hooker","woman",204,0.0118212899,,92,3413
"St. Elmo's Fire",1985,"Dale Biberman","woman",925,0.0536014371,27,92,3413
"St. Elmo's Fire",1985,"Felicia","woman",229,0.0132699774,23,92,3413
"St. Elmo's Fire",1985,"Guy","man",153,0.0088659674,,92,3413
"St. Elmo's Fire",1985,"Jules","woman",2036,0.1179811091,23,92,3413
"St. Elmo's Fire",1985,"Kevin Dolenz","man",2571,0.1489830214,23,92,3413
"St. Elmo's Fire",1985,"Kirby Keger","man",2161,0.1252245466,23,92,3413
"St. Elmo's Fire",1985,"Leslie Hunter","woman",2469,0.1430723764,23,92,3413
"St. Elmo's Fire",1985,"Mr. Beamish","man",485,0.0281045373,66,92,3413
"St. Elmo's Fire",1985,"Wendy Beamish","woman",1509,0.0874427768,26,92,3413
"Star Wars: Episode III - Revenge of the Sith",2005,"Anakin Skywalke","man",3768,0.2711376556,24,515,3427
"Star Wars: Episode III - Revenge of the Sith",2005,"C-3Po","man",312,0.0224508887,59,515,3427
"Star Wars: Episode III - Revenge of the Sith",2005,"Clone Jedi Knig","man",104,0.0074836296,,515,3427
"Star Wars: Episode III - Revenge of the Sith",2005,"Darth Sldious","man",244,0.0175577463,,515,3427
"Star Wars: Episode III - Revenge of the Sith",2005,"General Grievou","man",317,0.0228106786,33,515,3427
"Star Wars: Episode III - Revenge of the Sith",2005,"Ki-Adi-Mundi / ","man",107,0.0076995035,40,515,3427
"Star Wars: Episode III - Revenge of the Sith",2005,"Mace Windu","man",407,0.0292868965,57,515,3427
"Star Wars: Episode III - Revenge of the Sith",2005,"Mon Mothma","woman",127,0.009138663,28,515,3427
"Star Wars: Episode III - Revenge of the Sith",2005,"Obi-Wan Kenobi","man",3181,0.2288983234,34,515,3427
"Star Wars: Episode III - Revenge of the Sith",2005,"Padme","woman",1561,0.1123264014,24,515,3427
"Star Wars: Episode III - Revenge of the Sith",2005,"Senator Bail Or","man",479,0.0344678708,50,515,3427
"Star Wars: Episode III - Revenge of the Sith",2005,"Supreme Chancel","man",2367,0.1703245305,61,515,3427
"Star Wars: Episode III - Revenge of the Sith",2005,"Yoda","man",923,0.0664172123,61,515,3427
"Star Wars: Episode V - The Empire Strikes Back",1980,"Admiral Piett","man",232,0.0251272609,43,937,3433
"Star Wars: Episode V - The Empire Strikes Back",1980,"Ben (Obi-Wan) K","man",177,0.0191703672,66,937,3433
"Star Wars: Episode V - The Empire Strikes Back",1980,"C-3Po","man",1474,0.1596447525,34,937,3433
"Star Wars: Episode V - The Empire Strikes Back",1980,"Captain Needa","man",108,0.0116971732,42,937,3433
"Star Wars: Episode V - The Empire Strikes Back",1980,"Darth Vader","man",853,0.0923860067,49,937,3433
"Star Wars: Episode V - The Empire Strikes Back",1980,"General Veers","man",114,0.0123470161,45,937,3433
"Star Wars: Episode V - The Empire Strikes Back",1980,"Han Solo","man",2024,0.21921369,38,937,3433
"Star Wars: Episode V - The Empire Strikes Back",1980,"Lando Calrissia","man",798,0.086429113,43,937,3433
"Star Wars: Episode V - The Empire Strikes Back",1980,"Luke Skywalker","man",1282,0.138849778,29,937,3433
"Star Wars: Episode V - The Empire Strikes Back",1980,"Princess Leia","woman",1025,0.1110148381,24,937,3433
"Star Wars: Episode V - The Empire Strikes Back",1980,"Rebel Force Gen","man",168,0.0181956027,50,937,3433
"Star Wars: Episode V - The Empire Strikes Back",1980,"Snow Creature","man",227,0.0245857251,,937,3433
"Star Wars: Episode V - The Empire Strikes Back",1980,"Yoda","man",751,0.0813386765,36,937,3433
"Star Wars: Episode I - The Phantom Menace",1999,"Anakin Skywalke","man",1697,0.1580368784,10,813,3437
"Star Wars: Episode I - The Phantom Menace",1999,"Boss Nass","man",209,0.0194635873,63,813,3437
"Star Wars: Episode I - The Phantom Menace",1999,"Captain Panaka","man",390,0.0363196126,45,813,3437
"Star Wars: Episode I - The Phantom Menace",1999,"Chancellor Valo","man",127,0.0118271559,61,813,3437
"Star Wars: Episode I - The Phantom Menace",1999,"Darth Sidious","man",277,0.0257962377,,813,3437
"Star Wars: Episode I - The Phantom Menace",1999,"Jar Jar Binks","man",632,0.0588563978,26,813,3437
"Star Wars: Episode I - The Phantom Menace",1999,"Mace Windu","man",247,0.0230024213,51,813,3437
"Star Wars: Episode I - The Phantom Menace",1999,"Nute Gunray","man",544,0.0506612032,34,813,3437
"Star Wars: Episode I - The Phantom Menace",1999,"Obi-Wan Kenobi","man",701,0.0652821755,28,813,3437
"Star Wars: Episode I - The Phantom Menace",1999,"Padme","woman",718,0.0668653381,18,813,3437
"Star Wars: Episode I - The Phantom Menace",1999,"Queen Amidala","woman",656,0.0610914509,18,813,3437
"Star Wars: Episode I - The Phantom Menace",1999,"Qui-Gon Jinn","man",2339,0.2178245483,47,813,3437
"Star Wars: Episode I - The Phantom Menace",1999,"Ric Oli�","man",132,0.012292792,42,813,3437
"Star Wars: Episode I - The Phantom Menace",1999,"Rune Haako","man",126,0.0117340287,,813,3437
"Star Wars: Episode I - The Phantom Menace",1999,"Senator Palpati","man",551,0.0513130937,55,813,3437
"Star Wars: Episode I - The Phantom Menace",1999,"Shmi Skywalker","woman",414,0.0385546657,41,813,3437
"Star Wars: Episode I - The Phantom Menace",1999,"Sio Bibble","man",164,0.0152728627,60,813,3437
"Star Wars: Episode I - The Phantom Menace",1999,"Watto","man",502,0.0467498603,46,813,3437
"Star Wars: Episode I - The Phantom Menace",1999,"Yoda","man",312,0.0290556901,55,813,3437
