story,lowercase,pos,count
06: An Orange Line Train to Ballston,able,JJ,1
06: An Orange Line Train to Ballston,about,IN,10
06: An Orange Line Train to Ballston,above,IN,1
06: An Orange Line Train to Ballston,accent,NN,1
06: An Orange Line Train to Ballston,across,IN,9
06: An Orange Line Train to Ballston,advantage,NN,1
06: An Orange Line Train to Ballston,after,IN,6
06: An Orange Line Train to Ballston,again,RB,10
06: An Orange Line Train to Ballston,against,IN,2
06: An Orange Line Train to Ballston,ago,RB,1
06: An Orange Line Train to Ballston,ahead,RB,3
06: An Orange Line Train to Ballston,ai,VBP,3
06: An Orange Line Train to Ballston,airport,NNP,1
06: An Orange Line Train to Ballston,aisle,NN,4
06: An Orange Line Train to Ballston,alive,JJ,1
06: An Orange Line Train to Ballston,all,DT,6
06: An Orange Line Train to Ballston,all,PDT,4
06: An Orange Line Train to Ballston,alley,NN,1
06: An Orange Line Train to Ballston,almost,RB,1
06: An Orange Line Train to Ballston,along,IN,4
06: An Orange Line Train to Ballston,also,RB,2
06: An Orange Line Train to Ballston,always,RB,3
06: An Orange Line Train to Ballston,an,DT,13
06: An Orange Line Train to Ballston,and,CC,113
06: An Orange Line Train to Ballston,announced,VBD,2
06: An Orange Line Train to Ballston,another,DT,2
06: An Orange Line Train to Ballston,answer,NN,3
06: An Orange Line Train to Ballston,any,DT,2
06: An Orange Line Train to Ballston,anybody,NN,1
06: An Orange Line Train to Ballston,anymore,RB,1
06: An Orange Line Train to Ballston,anything,NN,1
06: An Orange Line Train to Ballston,apartment,NN,1
06: An Orange Line Train to Ballston,appeared,VBD,1
06: An Orange Line Train to Ballston,apple,NN,3
06: An Orange Line Train to Ballston,approach,NN,1
06: An Orange Line Train to Ballston,are,VBP,2
06: An Orange Line Train to Ballston,area,NN,2
06: An Orange Line Train to Ballston,aries,NNP,2
06: An Orange Line Train to Ballston,arm,NN,5
06: An Orange Line Train to Ballston,arms,NNS,1
06: An Orange Line Train to Ballston,around,IN,7
06: An Orange Line Train to Ballston,around,RB,1
06: An Orange Line Train to Ballston,around,RP,4
06: An Orange Line Train to Ballston,arrayed,VBN,1
06: An Orange Line Train to Ballston,arrived,VBD,1
06: An Orange Line Train to Ballston,as,IN,20
06: An Orange Line Train to Ballston,as,RB,1
06: An Orange Line Train to Ballston,ask,VB,1
06: An Orange Line Train to Ballston,ask,VBP,1
06: An Orange Line Train to Ballston,asked,VBD,12
06: An Orange Line Train to Ballston,asking,VBG,2
06: An Orange Line Train to Ballston,asleep,RB,1
06: An Orange Line Train to Ballston,ast,VB,1
06: An Orange Line Train to Ballston,at,IN,33
06: An Orange Line Train to Ballston,avenues,NNS,1
06: An Orange Line Train to Ballston,avis,NNP,26
06: An Orange Line Train to Ballston,away,RB,3
06: An Orange Line Train to Ballston,baby,NN,1
06: An Orange Line Train to Ballston,back,NN,1
06: An Orange Line Train to Ballston,back,RB,8
06: An Orange Line Train to Ballston,bad,JJ,1
06: An Orange Line Train to Ballston,bag,NN,5
06: An Orange Line Train to Ballston,balance,NN,1
06: An Orange Line Train to Ballston,ball,NN,2
06: An Orange Line Train to Ballston,ballston,NNP,6
06: An Orange Line Train to Ballston,band,NN,2
06: An Orange Line Train to Ballston,banter,NN,1
06: An Orange Line Train to Ballston,barbashop,NN,2
06: An Orange Line Train to Ballston,barbershops,NNS,1
06: An Orange Line Train to Ballston,be,VB,7
06: An Orange Line Train to Ballston,beat,JJ,1
06: An Orange Line Train to Ballston,beat,VB,1
06: An Orange Line Train to Ballston,beautiful,JJ,1
06: An Orange Line Train to Ballston,because,IN,3
06: An Orange Line Train to Ballston,been,VBN,9
06: An Orange Line Train to Ballston,before,IN,9
06: An Orange Line Train to Ballston,before,RB,1
06: An Orange Line Train to Ballston,began,VBD,7
06: An Orange Line Train to Ballston,begin,VB,1
06: An Orange Line Train to Ballston,being,VBG,2
06: An Orange Line Train to Ballston,believe,VB,1
06: An Orange Line Train to Ballston,believed,VBD,1
06: An Orange Line Train to Ballston,below,IN,1
06: An Orange Line Train to Ballston,beside,IN,3
06: An Orange Line Train to Ballston,beside,RB,1
06: An Orange Line Train to Ballston,best,JJS,1
06: An Orange Line Train to Ballston,between,IN,1
06: An Orange Line Train to Ballston,birthday,NN,1
06: An Orange Line Train to Ballston,black,JJ,1
06: An Orange Line Train to Ballston,blink,VB,1
06: An Orange Line Train to Ballston,blinked,VBD,1
06: An Orange Line Train to Ballston,blinking,RB,2
06: An Orange Line Train to Ballston,block,NN,1
06: An Orange Line Train to Ballston,blocks,NNS,3
06: An Orange Line Train to Ballston,blocks,VBZ,1
06: An Orange Line Train to Ballston,blue,JJ,6
06: An Orange Line Train to Ballston,bookbag,NN,2
06: An Orange Line Train to Ballston,borin,NN,1
06: An Orange Line Train to Ballston,borrowecther,NN,1
06: An Orange Line Train to Ballston,boss,NN,2
06: An Orange Line Train to Ballston,boston,NNP,1
06: An Orange Line Train to Ballston,both,DT,4
06: An Orange Line Train to Ballston,bothering,VBG,1
06: An Orange Line Train to Ballston,bouncing,VBG,1
06: An Orange Line Train to Ballston,bounded,VBN,1
06: An Orange Line Train to Ballston,boy,NN,8
06: An Orange Line Train to Ballston,boys,NNS,5
06: An Orange Line Train to Ballston,brothas,NNS,1
06: An Orange Line Train to Ballston,brother,NN,3
06: An Orange Line Train to Ballston,brushes,NNS,1
06: An Orange Line Train to Ballston,building,NN,1
06: An Orange Line Train to Ballston,business,NN,2
06: An Orange Line Train to Ballston,but,CC,17
06: An Orange Line Train to Ballston,by,IN,6
06: An Orange Line Train to Ballston,c,NN,1
06: An Orange Line Train to Ballston,ca,MD,1
06: An Orange Line Train to Ballston,call,VB,1
06: An Orange Line Train to Ballston,call,VBP,2
06: An Orange Line Train to Ballston,called,VBN,1
06: An Orange Line Train to Ballston,came,VBD,5
06: An Orange Line Train to Ballston,can,MD,1
06: An Orange Line Train to Ballston,capitol,NNP,1
06: An Orange Line Train to Ballston,capricorn,NNP,1
06: An Orange Line Train to Ballston,capricorns,NNPS,1
06: An Orange Line Train to Ballston,car,NN,4
06: An Orange Line Train to Ballston,care,VB,1
06: An Orange Line Train to Ballston,carolina,NNP,1
06: An Orange Line Train to Ballston,carried,VBD,2
06: An Orange Line Train to Ballston,carry,VB,1
06: An Orange Line Train to Ballston,carrying,VBG,1
06: An Orange Line Train to Ballston,case,NN,2
06: An Orange Line Train to Ballston,caught,VBD,1
06: An Orange Line Train to Ballston,cause,VB,1
06: An Orange Line Train to Ballston,ceiling,NN,1
06: An Orange Line Train to Ballston,certain,JJ,1
06: An Orange Line Train to Ballston,chant,NN,1
06: An Orange Line Train to Ballston,chanted,VBD,1
06: An Orange Line Train to Ballston,charge,NN,5
06: An Orange Line Train to Ballston,cheap,RB,1
06: An Orange Line Train to Ballston,cheese,NN,3
06: An Orange Line Train to Ballston,child,NN,1
06: An Orange Line Train to Ballston,children,NNS,11
06: An Orange Line Train to Ballston,childrenjbut,NN,1
06: An Orange Line Train to Ballston,choice,NN,1
06: An Orange Line Train to Ballston,close,JJ,1
06: An Orange Line Train to Ballston,closed,VBD,1
06: An Orange Line Train to Ballston,closer,RBR,1
06: An Orange Line Train to Ballston,club,NN,3
06: An Orange Line Train to Ballston,coat,NN,1
06: An Orange Line Train to Ballston,color,NN,1
06: An Orange Line Train to Ballston,comb,NN,1
06: An Orange Line Train to Ballston,combs,NNS,1
06: An Orange Line Train to Ballston,come,VB,5
06: An Orange Line Train to Ballston,comin,NN,2
06: An Orange Line Train to Ballston,comin,VBN,1
06: An Orange Line Train to Ballston,coming,VBG,1
06: An Orange Line Train to Ballston,comment,NN,1
06: An Orange Line Train to Ballston,company,NNP,1
06: An Orange Line Train to Ballston,comparing,VBG,1
06: An Orange Line Train to Ballston,compatible,JJ,1
06: An Orange Line Train to Ballston,considered,VBN,1
06: An Orange Line Train to Ballston,continued,VBD,1
06: An Orange Line Train to Ballston,conversation,NN,2
06: An Orange Line Train to Ballston,corner,NN,2
06: An Orange Line Train to Ballston,could,MD,5
06: An Orange Line Train to Ballston,crossing,VBG,1
06: An Orange Line Train to Ballston,crowded,JJ,1
06: An Orange Line Train to Ballston,crying,VBG,1
06: An Orange Line Train to Ballston,dark,JJ,1
06: An Orange Line Train to Ballston,darkness,NN,1
06: An Orange Line Train to Ballston,daughter,NN,1
06: An Orange Line Train to Ballston,day,NN,8
06: An Orange Line Train to Ballston,day,NNP,1
06: An Orange Line Train to Ballston,days,NNS,1
06: An Orange Line Train to Ballston,dead,JJ,1
06: An Orange Line Train to Ballston,deeper,JJR,1
06: An Orange Line Train to Ballston,depends,VBZ,1
06: An Orange Line Train to Ballston,determined,VBD,1
06: An Orange Line Train to Ballston,did,VBD,20
06: An Orange Line Train to Ballston,different,JJ,2
06: An Orange Line Train to Ballston,distracted,VBN,1
06: An Orange Line Train to Ballston,do,VB,3
06: An Orange Line Train to Ballston,do,VBP,10
06: An Orange Line Train to Ballston,does,VBZ,1
06: An Orange Line Train to Ballston,doing,VBG,2
06: An Orange Line Train to Ballston,doofus,NN,1
06: An Orange Line Train to Ballston,door,NN,1
06: An Orange Line Train to Ballston,down,IN,2
06: An Orange Line Train to Ballston,down,RB,5
06: An Orange Line Train to Ballston,down,RP,4
06: An Orange Line Train to Ballston,dragging,VBG,1
06: An Orange Line Train to Ballston,dreadlock,NN,8
06: An Orange Line Train to Ballston,dreadlocks,NNS,11
06: An Orange Line Train to Ballston,driving,VBG,1
06: An Orange Line Train to Ballston,drop,VB,1
06: An Orange Line Train to Ballston,drove,VBD,1
06: An Orange Line Train to Ballston,each,DT,3
06: An Orange Line Train to Ballston,eat,VB,1
06: An Orange Line Train to Ballston,eight,CD,1
06: An Orange Line Train to Ballston,electric,NNP,1
06: An Orange Line Train to Ballston,elevator,NN,1
06: An Orange Line Train to Ballston,else,JJ,1
06: An Orange Line Train to Ballston,em,NN,3
06: An Orange Line Train to Ballston,end,NN,3
06: An Orange Line Train to Ballston,end,VB,1
06: An Orange Line Train to Ballston,ended,VBD,3
06: An Orange Line Train to Ballston,engaged,VBD,1
06: An Orange Line Train to Ballston,engine,NN,1
06: An Orange Line Train to Ballston,engineer,NN,1
06: An Orange Line Train to Ballston,enough,JJ,1
06: An Orange Line Train to Ballston,enough,RB,1
06: An Orange Line Train to Ballston,entered,VBD,3
06: An Orange Line Train to Ballston,entered,VBN,1
06: An Orange Line Train to Ballston,enunciated,VBN,1
06: An Orange Line Train to Ballston,escalators,NNS,1
06: An Orange Line Train to Ballston,even,RB,2
06: An Orange Line Train to Ballston,ever,RB,3
06: An Orange Line Train to Ballston,everybody,NN,1
06: An Orange Line Train to Ballston,everything,NN,1
06: An Orange Line Train to Ballston,ex-husband,NN,1
06: An Orange Line Train to Ballston,example,NN,1
06: An Orange Line Train to Ballston,except,IN,1
06: An Orange Line Train to Ballston,exit,NN,1
06: An Orange Line Train to Ballston,exploring,VBG,1
06: An Orange Line Train to Ballston,extended,VBN,1
06: An Orange Line Train to Ballston,eye,NN,1
06: An Orange Line Train to Ballston,eyes,NNS,5
06: An Orange Line Train to Ballston,facing,VBG,2
06: An Orange Line Train to Ballston,fact,NN,1
06: An Orange Line Train to Ballston,fall,VB,2
06: An Orange Line Train to Ballston,far,RB,1
06: An Orange Line Train to Ballston,farecard,NN,1
06: An Orange Line Train to Ballston,fat,JJ,1
06: An Orange Line Train to Ballston,father,NN,5
06: An Orange Line Train to Ballston,feel,VB,1
06: An Orange Line Train to Ballston,few,JJ,3
06: An Orange Line Train to Ballston,fewer,JJR,1
06: An Orange Line Train to Ballston,fight,VB,1
06: An Orange Line Train to Ballston,filled,VBN,1
06: An Orange Line Train to Ballston,find,VB,2
06: An Orange Line Train to Ballston,fine,NNP,1
06: An Orange Line Train to Ballston,finger,NN,2
06: An Orange Line Train to Ballston,first,JJ,6
06: An Orange Line Train to Ballston,first,RB,1
06: An Orange Line Train to Ballston,five,CD,1
06: An Orange Line Train to Ballston,floor,NN,1
06: An Orange Line Train to Ballston,flush,JJ,1
06: An Orange Line Train to Ballston,followed,VBD,2
06: An Orange Line Train to Ballston,following,VBG,1
06: An Orange Line Train to Ballston,foot,NN,1
06: An Orange Line Train to Ballston,for,IN,24
06: An Orange Line Train to Ballston,forgetting,VBG,1
06: An Orange Line Train to Ballston,forgotten,VBN,1
06: An Orange Line Train to Ballston,found,VBD,2
06: An Orange Line Train to Ballston,four,CD,1
06: An Orange Line Train to Ballston,franklin,NNP,3
06: An Orange Line Train to Ballston,friday,NNP,3
06: An Orange Line Train to Ballston,from,IN,10
06: An Orange Line Train to Ballston,front,NN,3
06: An Orange Line Train to Ballston,full,JJ,1
06: An Orange Line Train to Ballston,genuinely,RB,1
06: An Orange Line Train to Ballston,get,VB,3
06: An Orange Line Train to Ballston,getting,VBG,1
06: An Orange Line Train to Ballston,girl,NN,5
06: An Orange Line Train to Ballston,girlfriend,NN,1
06: An Orange Line Train to Ballston,give,VB,1
06: An Orange Line Train to Ballston,give,VBP,1
06: An Orange Line Train to Ballston,given,VBN,1
06: An Orange Line Train to Ballston,glad,JJ,3
06: An Orange Line Train to Ballston,go,VB,2
06: An Orange Line Train to Ballston,go,VBP,3
06: An Orange Line Train to Ballston,god,NNP,2
06: An Orange Line Train to Ballston,goin,NN,1
06: An Orange Line Train to Ballston,goin,VBP,2
06: An Orange Line Train to Ballston,going,VBG,3
06: An Orange Line Train to Ballston,gon,VBP,1
06: An Orange Line Train to Ballston,gone,VBN,2
06: An Orange Line Train to Ballston,good,JJ,9
06: An Orange Line Train to Ballston,good-bye,NN,1
06: An Orange Line Train to Ballston,got,VBD,9
06: An Orange Line Train to Ballston,grabbed,VBD,1
06: An Orange Line Train to Ballston,grange,NNP,1
06: An Orange Line Train to Ballston,granny,NN,3
06: An Orange Line Train to Ballston,granny,NNP,2
06: An Orange Line Train to Ballston,ground,NN,1
06: An Orange Line Train to Ballston,grown,VBN,1
06: An Orange Line Train to Ballston,guess,VB,1
06: An Orange Line Train to Ballston,guess,VBP,2
06: An Orange Line Train to Ballston,guy,NN,1
06: An Orange Line Train to Ballston,h,NN,1
06: An Orange Line Train to Ballston,had,VBD,36
06: An Orange Line Train to Ballston,hair,NN,11
06: An Orange Line Train to Ballston,haircut,NN,1
06: An Orange Line Train to Ballston,hand,NN,4
06: An Orange Line Train to Ballston,hand-inhand,JJ,1
06: An Orange Line Train to Ballston,hands,NNS,1
06: An Orange Line Train to Ballston,handshakes,NNS,1
06: An Orange Line Train to Ballston,happened,VBN,1
06: An Orange Line Train to Ballston,happy,JJ,1
06: An Orange Line Train to Ballston,hard,JJ,1
06: An Orange Line Train to Ballston,hate,VBP,1
06: An Orange Line Train to Ballston,hated,VBD,2
06: An Orange Line Train to Ballston,have,VB,5
06: An Orange Line Train to Ballston,have,VBP,5
06: An Orange Line Train to Ballston,having,VBG,2
06: An Orange Line Train to Ballston,he,PRP,47
06: An Orange Line Train to Ballston,head,NN,5
06: An Orange Line Train to Ballston,head-to-head,JJ,1
06: An Orange Line Train to Ballston,heading,VBG,1
06: An Orange Line Train to Ballston,heights,NNP,1
06: An Orange Line Train to Ballston,held,VBD,5
06: An Orange Line Train to Ballston,hell,NN,1
06: An Orange Line Train to Ballston,help,NN,1
06: An Orange Line Train to Ballston,her,PRP,6
06: An Orange Line Train to Ballston,her,PRP$,42
06: An Orange Line Train to Ballston,here,RB,4
06: An Orange Line Train to Ballston,herself,PRP,5
06: An Orange Line Train to Ballston,hey,UH,4
06: An Orange Line Train to Ballston,him,PRP,26
06: An Orange Line Train to Ballston,himself,PRP,3
06: An Orange Line Train to Ballston,his,PRP$,31
06: An Orange Line Train to Ballston,hits,VBZ,2
06: An Orange Line Train to Ballston,holiday,NN,2
06: An Orange Line Train to Ballston,hollered,VBD,1
06: An Orange Line Train to Ballston,home,NN,3
06: An Orange Line Train to Ballston,horizon,NNP,1
06: An Orange Line Train to Ballston,house,NN,1
06: An Orange Line Train to Ballston,house,NNP,1
06: An Orange Line Train to Ballston,how,WRB,4
06: An Orange Line Train to Ballston,huh,RB,1
06: An Orange Line Train to Ballston,hunched,VBD,1
06: An Orange Line Train to Ballston,hurt,VB,1
06: An Orange Line Train to Ballston,i,PRP,25
06: An Orange Line Train to Ballston,idea,NN,1
06: An Orange Line Train to Ballston,if,IN,15
06: An Orange Line Train to Ballston,imaginary,JJ,1
06: An Orange Line Train to Ballston,impressed,JJ,1
06: An Orange Line Train to Ballston,in,IN,40
06: An Orange Line Train to Ballston,inane,NN,1
06: An Orange Line Train to Ballston,incense,NN,1
06: An Orange Line Train to Ballston,inch,NN,1
06: An Orange Line Train to Ballston,ind,NN,1
06: An Orange Line Train to Ballston,indian,NNP,1
06: An Orange Line Train to Ballston,indicate,VB,1
06: An Orange Line Train to Ballston,inside,RB,1
06: An Orange Line Train to Ballston,interested,JJ,1
06: An Orange Line Train to Ballston,into,IN,6
06: An Orange Line Train to Ballston,introduced,VBN,1
06: An Orange Line Train to Ballston,is,VBZ,3
06: An Orange Line Train to Ballston,it,PRP,39
06: An Orange Line Train to Ballston,iwrvim,NNP,1
06: An Orange Line Train to Ballston,j,NN,2
06: An Orange Line Train to Ballston,jfour,JJ,1
06: An Orange Line Train to Ballston,jifc,NN,1
06: An Orange Line Train to Ballston,joint,JJ,1
06: An Orange Line Train to Ballston,just,RB,6
06: An Orange Line Train to Ballston,justified,JJ,1
06: An Orange Line Train to Ballston,k,NN,1
06: An Orange Line Train to Ballston,keeping,VBG,1
06: An Orange Line Train to Ballston,kentucky,NNP,1
06: An Orange Line Train to Ballston,kept,VBD,1
06: An Orange Line Train to Ballston,kick,VB,1
06: An Orange Line Train to Ballston,kicking,VBG,1
06: An Orange Line Train to Ballston,kids,NNS,4
06: An Orange Line Train to Ballston,kill,VB,1
06: An Orange Line Train to Ballston,kinda,NN,2
06: An Orange Line Train to Ballston,kneeling,VBG,1
06: An Orange Line Train to Ballston,knelt,VB,1
06: An Orange Line Train to Ballston,know,VB,5
06: An Orange Line Train to Ballston,know,VBP,2
06: An Orange Line Train to Ballston,knowing,VBG,1
06: An Orange Line Train to Ballston,known,VBN,1
06: An Orange Line Train to Ballston,lap,NN,2
06: An Orange Line Train to Ballston,large,JJ,1
06: An Orange Line Train to Ballston,last,JJ,3
06: An Orange Line Train to Ballston,laughed,VBD,1
06: An Orange Line Train to Ballston,lawyer,NN,1
06: An Orange Line Train to Ballston,leading,VBG,1
06: An Orange Line Train to Ballston,leaned,VBD,3
06: An Orange Line Train to Ballston,leaning,VBG,1
06: An Orange Line Train to Ballston,learned,VBN,1
06: An Orange Line Train to Ballston,least,JJS,3
06: An Orange Line Train to Ballston,left,JJ,1
06: An Orange Line Train to Ballston,left,VBD,1
06: An Orange Line Train to Ballston,less,JJR,2
06: An Orange Line Train to Ballston,less,RBR,1
06: An Orange Line Train to Ballston,lest,IN,1
06: An Orange Line Train to Ballston,let,VB,4
06: An Orange Line Train to Ballston,let,VBP,1
06: An Orange Line Train to Ballston,letter,NN,1
06: An Orange Line Train to Ballston,lettus,NNP,1
06: An Orange Line Train to Ballston,libras,NNPS,1
06: An Orange Line Train to Ballston,lies,NNS,1
06: An Orange Line Train to Ballston,life,NN,2
06: An Orange Line Train to Ballston,lights,NNS,8
06: An Orange Line Train to Ballston,like,IN,15
06: An Orange Line Train to Ballston,like,VB,1
06: An Orange Line Train to Ballston,like,VBP,1
06: An Orange Line Train to Ballston,liked,VBD,1
06: An Orange Line Train to Ballston,line,NN,17
06: An Orange Line Train to Ballston,line,NNP,1
06: An Orange Line Train to Ballston,lines,NNS,2
06: An Orange Line Train to Ballston,lip,NN,1
06: An Orange Line Train to Ballston,little,JJ,1
06: An Orange Line Train to Ballston,live,VB,2
06: An Orange Line Train to Ballston,lived,VBD,1
06: An Orange Line Train to Ballston,lived,VBN,1
06: An Orange Line Train to Ballston,lock,NN,2
06: An Orange Line Train to Ballston,locks,NNS,1
