contributor | title | genre | pages | volume | issue | date | journal title | journal subtitle | issue name | journal editor | publisher | journal location | issue length (pp) | issue height (cm) | issue width (cm)
Saunders, Vincent | The Horizon | articles | 135-144 | 17 | 3 | 1919-01-01 | Crisis | A Record of the Darker Races | New Year Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Du Bois, W. E. B. | Two Letters from Dr. Du Bois: On Board the 'Orizaba,' December 8, 1918; Paris, December 14, 1918 | letters | 163-164 | 17 | 4 | 1919-02-01 | Crisis | A Record of the Darker Races | Reconstruction Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Jackson, Virginia P. | Africa | poetry | 166-166 | 17 | 4 | 1919-02-01 | Crisis | A Record of the Darker Races | Reconstruction Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
A French Woman | The Colored Americans in France | articles | 167-168 | 17 | 4 | 1919-02-01 | Crisis | A Record of the Darker Races | Reconstruction Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Shaw, Charles A. | The Colored Americans in France | articles | 167-168 | 17 | 4 | 1919-02-01 | Crisis | A Record of the Darker Races | Reconstruction Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Ovington, Mary White | Reconstruction and the Negro | articles | 169-173 | 17 | 4 | 1919-02-01 | Crisis | A Record of the Darker Races | Reconstruction Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Washington, Josephine T. | Cedar Hill Saved | poetry | 179-179 | 17 | 4 | 1919-02-01 | Crisis | A Record of the Darker Races | Reconstruction Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Church, B. B. | In This Hour | poetry | 179-179 | 17 | 4 | 1919-02-01 | Crisis | A Record of the Darker Races | Reconstruction Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Saunders, Vincent | The Horizon | articles | 192-197 | 17 | 4 | 1919-02-01 | Crisis | A Record of the Darker Races | Reconstruction Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
DuBois, W. E. Burghardt | The Black Man in the Revolution of 1914-1918 | articles | 218-223 | 17 | 5 | 1919-03-01 | Crisis | A Record of the Darker Races | Overseas Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Burleigh, Alston W. | The Brave Son | poetry | 223-223 | 17 | 5 | 1919-03-01 | Crisis | A Record of the Darker Races | Overseas Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
DuBois, W. E. Burghardt | Memorandum to M. Diagne and Others on a Pan-Afican Congress to Be Held in Paris in February, 1919 | articles | 224-225 | 17 | 5 | 1919-03-01 | Crisis | A Record of the Darker Races | Overseas Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Samuels, Florence | A 'Clean-Up Day' for the Community | articles | 226-228 | 17 | 5 | 1919-03-01 | Crisis | A Record of the Darker Races | Overseas Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Watkins, Lucian B. | Two Poems: War | poetry | 228-228 | 17 | 5 | 1919-03-01 | Crisis | A Record of the Darker Races | Overseas Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Watkins, Lucian B. | Two Poems: Peace | poetry | 228-228 | 17 | 5 | 1919-03-01 | Crisis | A Record of the Darker Races | Overseas Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Bohanan, Otto Leland | Go, Give the World | poetry | 234-234 | 17 | 5 | 1919-03-01 | Crisis | A Record of the Darker Races | Overseas Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Saunders, Vincent | The Horizon | articles | 242-247 | 17 | 5 | 1919-03-01 | Crisis | A Record of the Darker Races | Overseas Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Jackson, May Howard | Cover Image: 'Brotherhood' | images | 261-261 | 17 | 6 | 1919-04-01 | Crisis | A Record of the Darker Races | Easter Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Dill, A. G. | Editorial: Fraud | articles | 270-270 | 17 | 6 | 1919-04-01 | Crisis | A Record of the Darker Races | Easter Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Du Bois, W. E. Burghardt | The Pan-African Congress | articles | 271-274 | 17 | 6 | 1919-04-01 | Crisis | A Record of the Darker Races | Easter Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Frazier, C. Emily | Children at Easter | poetry | 274-274 | 17 | 6 | 1919-04-01 | Crisis | A Record of the Darker Races | Easter Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Braithwaite, William Stanley | Some Contemporary Poets of the Negro Race | articles | 275-280 | 17 | 6 | 1919-04-01 | Crisis | A Record of the Darker Races | Easter Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
MacKay, Claude | The Harlem Dancer | poetry | 278-278 | 17 | 6 | 1919-04-01 | Crisis | A Record of the Darker Races | Easter Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Jamison, Roscoe C. | The Negro Soldiers | poetry | 278-279 | 17 | 6 | 1919-04-01 | Crisis | A Record of the Darker Races | Easter Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Johnson, Georgia Douglas | My Little Dreams | poetry | 279-279 | 17 | 6 | 1919-04-01 | Crisis | A Record of the Darker Races | Easter Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Saunders, Vincent | The Horizon | articles | 294-299 | 17 | 6 | 1919-04-01 | Crisis | A Record of the Darker Races | Easter Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Harris, Lorenzo | Cover Image: Loyalty, Valor, Achievement | images | 1-1 | 18 | 1 | 1919-05-01 | Crisis | A Record of the Darker Races | First War History Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Du Bois, W. E. B. | Opinion | articles | 7-14 | 18 | 1 | 1919-05-01 | Crisis | A Record of the Darker Races | First War History Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Johnson, Georgia Douglas | Prejudice | poetry | 14-14 | 18 | 1 | 1919-05-01 | Crisis | A Record of the Darker Races | First War History Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
DuBois, W. E. Burghardt | Documents of the War | articles | 16-21 | 18 | 1 | 1919-05-01 | Crisis | A Record of the Darker Races | First War History Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Linard | French Military Mission: Secret Information Concerning Black American Troops | articles | 16-18 | 18 | 1 | 1919-05-01 | Crisis | A Record of the Darker Races | First War History Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Tupes, Herschel | Replacement of Colored Officers by White Officers | letters | 18-18 | 18 | 1 | 1919-05-01 | Crisis | A Record of the Darker Races | First War History Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Bennett, W. P. | Response to Replacement of Colored Officers by White Officers | letters | 18-18 | 18 | 1 | 1919-05-01 | Crisis | A Record of the Darker Races | First War History Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Greer, Allen J. | Letter to the Senator | letters | 18-20 | 18 | 1 | 1919-05-01 | Crisis | A Record of the Darker Races | First War History Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Turner, Lillian A. | The National Urban League | articles | 25-26 | 18 | 1 | 1919-05-01 | Crisis | A Record of the Darker Races | First War History Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Saunders, Vincent | The Horizon | articles | 33-37 | 18 | 1 | 1919-05-01 | Crisis | A Record of the Darker Races | First War History Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 52 | 22.9 | 15.2      
Fouqueray, Charles | Cover Image: After the Poster 'Journée de l'armée d'Afrique et des troupes coloniales' | images | 53-53 | 18 | 2 | 1919-06-01 | Crisis | A Record of the Darker Races | Double War History Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 68 | 22.9 | 15.2      
Du Bois, W. E. B. | Opinion | articles | 59-62 | 18 | 2 | 1919-06-01 | Crisis | A Record of the Darker Races | Double War History Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 68 | 22.9 | 15.2      
DuBois, W. E. Burghardt | An Essay toward a History of the Black Man in the Great War | articles | 63-87 | 18 | 2 | 1919-06-01 | Crisis | A Record of the Darker Races | Double War History Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 68 | 22.9 | 15.2      
Johnson, J. Franklin | The Outer Pocket: [Letters] | letters | 98-99 | 18 | 2 | 1919-06-01 | Crisis | A Record of the Darker Races | Double War History Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 68 | 22.9 | 15.2      
Fulton, David B. | The Outer Pocket: [Letters] | letters | 98-99 | 18 | 2 | 1919-06-01 | Crisis | A Record of the Darker Races | Double War History Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 68 | 22.9 | 15.2      
Hinkson, DeHaven (M.D.) | The Outer Pocket: [Letters] | letters | 98-99 | 18 | 2 | 1919-06-01 | Crisis | A Record of the Darker Races | Double War History Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 68 | 22.9 | 15.2      
Brown, Edward O. (Judge) | The Outer Pocket: [Letters] | letters | 98-99 | 18 | 2 | 1919-06-01 | Crisis | A Record of the Darker Races | Double War History Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 68 | 22.9 | 15.2      
Peabody, George Foster | The Outer Pocket: [Letters] | letters | 98-99 | 18 | 2 | 1919-06-01 | Crisis | A Record of the Darker Races | Double War History Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 68 | 22.9 | 15.2      
Williams, John Albert (Rev.) | The Outer Pocket: [Letters] | letters | 98-99 | 18 | 2 | 1919-06-01 | Crisis | A Record of the Darker Races | Double War History Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 68 | 22.9 | 15.2      
Price, Oscar W. | The Outer Pocket: [Letters] | letters | 98-99 | 18 | 2 | 1919-06-01 | Crisis | A Record of the Darker Races | Double War History Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 68 | 22.9 | 15.2      
Smith, C. S. (Bishop) | The Outer Pocket: [Letters] | letters | 98-99 | 18 | 2 | 1919-06-01 | Crisis | A Record of the Darker Races | Double War History Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 68 | 22.9 | 15.2      
Bent, Nellie | The Outer Pocket: [Letters] | letters | 98-99 | 18 | 2 | 1919-06-01 | Crisis | A Record of the Darker Races | Double War History Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 68 | 22.9 | 15.2      
Gregg, G. A. | The Outer Pocket: [Letters] | letters | 98-99 | 18 | 2 | 1919-06-01 | Crisis | A Record of the Darker Races | Double War History Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 68 | 22.9 | 15.2      
Miller, Rosa M. | The Outer Pocket: [Letters] | letters | 98-99 | 18 | 2 | 1919-06-01 | Crisis | A Record of the Darker Races | Double War History Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 68 | 22.9 | 15.2      
Lyons, Judson W. | The Outer Pocket: [Letters] | letters | 98-99 | 18 | 2 | 1919-06-01 | Crisis | A Record of the Darker Races | Double War History Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 68 | 22.9 | 15.2      
Clyde-Randall, P. J. | The Outer Pocket: [Letters] | letters | 98-99 | 18 | 2 | 1919-06-01 | Crisis | A Record of the Darker Races | Double War History Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 68 | 22.9 | 15.2      
Storey, Moorfield | The Outer Pocket: [Letters] | letters | 98-99 | 18 | 2 | 1919-06-01 | Crisis | A Record of the Darker Races | Double War History Number | Du Bois, W. E. Burghardt | National Association for the Advancement of Colored People | New York | 68 | 22.9 | 15.2      
